Gene Ontology	Bacteria	Paper ID
lymphocyte activation	Staphylococcus aureus	29505582
immune system process	Staphylococcus aureus	29505582
leukocyte activation	Staphylococcus aureus	11895936
lymphocyte activation	Staphylococcus aureus	11895936
immune system process	Staphylococcus aureus	11895936
leukocyte activation	Staphylococcus aureus	32963529
lymphocyte activation	Staphylococcus aureus	32963529
immune system process	Staphylococcus aureus	32963529
leukocyte activation	Staphylococcus aureus	15155620
lymphocyte activation	Staphylococcus aureus	15155620
immune system process	Staphylococcus aureus	15155620
leukocyte activation	Staphylococcus aureus	26925042
lymphocyte activation	Staphylococcus aureus	26925042
immune system process	Staphylococcus aureus	26925042
leukocyte activation	Staphylococcus aureus	18779373
lymphocyte activation	Staphylococcus aureus	18779373
immune system process	Staphylococcus aureus	18779373
leukocyte activation	Staphylococcus aureus	23954270
lymphocyte activation	Staphylococcus aureus	23954270
immune system process	Staphylococcus aureus	23954270
leukocyte activation	Staphylococcus aureus	23949004
lymphocyte activation	Staphylococcus aureus	23949004
immune system process	Staphylococcus aureus	23949004
leukocyte activation	Staphylococcus aureus	30602580
lymphocyte activation	Staphylococcus aureus	30602580
immune system process	Staphylococcus aureus	30602580
leukocyte activation	Staphylococcus aureus	25993293
lymphocyte activation	Staphylococcus aureus	25993293
immune system process	Staphylococcus aureus	25993293
leukocyte activation	Staphylococcus aureus	30662163
lymphocyte activation	Staphylococcus aureus	30662163
immune system process	Staphylococcus aureus	30662163
leukocyte activation	Staphylococcus aureus	29760877
lymphocyte activation	Staphylococcus aureus	29760877
immune system process	Staphylococcus aureus	29760877
leukocyte activation	Staphylococcus aureus	25814141
lymphocyte activation	Staphylococcus aureus	25814141
immune system process	Staphylococcus aureus	25814141
leukocyte activation	Staphylococcus aureus	23990136
lymphocyte activation	Staphylococcus aureus	23990136
immune system process	Staphylococcus aureus	23990136
leukocyte activation	Staphylococcus aureus	23189134
lymphocyte activation	Staphylococcus aureus	23189134
immune system process	Staphylococcus aureus	23189134
leukocyte activation	Staphylococcus aureus	26589400
lymphocyte activation	Staphylococcus aureus	26589400
immune system process	Staphylococcus aureus	26589400
leukocyte activation	Staphylococcus aureus	3032853
lymphocyte activation	Staphylococcus aureus	3032853
immune system process	Staphylococcus aureus	3032853
leukocyte activation	Staphylococcus aureus	21960712
lymphocyte activation	Staphylococcus aureus	21960712
immune system process	Staphylococcus aureus	21960712
leukocyte activation	Staphylococcus aureus	27760184
lymphocyte activation	Staphylococcus aureus	27760184
immune system process	Staphylococcus aureus	27760184
leukocyte activation	Staphylococcus aureus	9029103
lymphocyte activation	Staphylococcus aureus	9029103
immune system process	Staphylococcus aureus	9029103
leukocyte activation	Staphylococcus aureus	32010128
lymphocyte activation	Staphylococcus aureus	32010128
immune system process	Staphylococcus aureus	32010128
leukocyte activation	Staphylococcus aureus	20231688
lymphocyte activation	Staphylococcus aureus	20231688
immune system process	Staphylococcus aureus	20231688
leukocyte activation	Staphylococcus aureus	31921117
lymphocyte activation	Staphylococcus aureus	31921117
immune system process	Staphylococcus aureus	31921117
leukocyte activation	Staphylococcus aureus	26667497
lymphocyte activation	Staphylococcus aureus	26667497
immune system process	Staphylococcus aureus	26667497
leukocyte activation	Staphylococcus aureus	1576670
lymphocyte activation	Staphylococcus aureus	1576670
immune system process	Staphylococcus aureus	1576670
leukocyte activation	Staphylococcus aureus	18591410
lymphocyte activation	Staphylococcus aureus	18591410
immune system process	Staphylococcus aureus	18591410
leukocyte activation	Staphylococcus aureus	21868573
lymphocyte activation	Staphylococcus aureus	21868573
immune system process	Staphylococcus aureus	21868573
leukocyte activation	Staphylococcus aureus	19141631
lymphocyte activation	Staphylococcus aureus	19141631
immune system process	Staphylococcus aureus	19141631
leukocyte activation	Staphylococcus aureus	28116319
lymphocyte activation	Staphylococcus aureus	28116319
immune system process	Staphylococcus aureus	28116319
leukocyte activation	Staphylococcus aureus	16061726
lymphocyte activation	Staphylococcus aureus	16061726
immune system process	Staphylococcus aureus	16061726
leukocyte activation	Staphylococcus aureus	23527143
lymphocyte activation	Staphylococcus aureus	23527143
immune system process	Staphylococcus aureus	23527143
leukocyte activation	Staphylococcus aureus	7510716
lymphocyte activation	Staphylococcus aureus	7510716
immune system process	Staphylococcus aureus	7510716
leukocyte activation	Staphylococcus aureus	16339892
lymphocyte activation	Staphylococcus aureus	16339892
immune system process	Staphylococcus aureus	16339892
leukocyte activation	Staphylococcus aureus	33193436
lymphocyte activation	Staphylococcus aureus	33193436
immune system process	Staphylococcus aureus	33193436
leukocyte activation	Staphylococcus aureus	32791489
lymphocyte activation	Staphylococcus aureus	32791489
immune system process	Staphylococcus aureus	32791489
leukocyte activation	Staphylococcus aureus	27462316
lymphocyte activation	Staphylococcus aureus	27462316
immune system process	Staphylococcus aureus	27462316
leukocyte activation	Staphylococcus aureus	2141569
lymphocyte activation	Staphylococcus aureus	2141569
immune system process	Staphylococcus aureus	2141569
leukocyte activation	Staphylococcus aureus	31888692
lymphocyte activation	Staphylococcus aureus	31888692
immune system process	Staphylococcus aureus	31888692
leukocyte activation	Staphylococcus aureus	25076205
lymphocyte activation	Staphylococcus aureus	25076205
immune system process	Staphylococcus aureus	25076205
leukocyte activation	Staphylococcus aureus	22870198
lymphocyte activation	Staphylococcus aureus	22870198
immune system process	Staphylococcus aureus	22870198
leukocyte activation	Staphylococcus aureus	33138862
lymphocyte activation	Staphylococcus aureus	33138862
immune system process	Staphylococcus aureus	33138862
leukocyte activation	Staphylococcus aureus	26232173
lymphocyte activation	Staphylococcus aureus	26232173
immune system process	Staphylococcus aureus	26232173
leukocyte activation	Staphylococcus aureus	21134576
lymphocyte activation	Staphylococcus aureus	21134576
immune system process	Staphylococcus aureus	21134576
leukocyte activation	Staphylococcus aureus	19779562
lymphocyte activation	Staphylococcus aureus	19779562
immune system process	Staphylococcus aureus	19779562
leukocyte activation	Staphylococcus aureus	21044323
lymphocyte activation	Staphylococcus aureus	21044323
immune system process	Staphylococcus aureus	21044323
leukocyte activation	Staphylococcus aureus	24006947
lymphocyte activation	Staphylococcus aureus	24006947
immune system process	Staphylococcus aureus	24006947
leukocyte activation	Staphylococcus aureus	1086776
lymphocyte activation	Staphylococcus aureus	1086776
immune system process	Staphylococcus aureus	1086776
leukocyte activation	Staphylococcus aureus	28632753
lymphocyte activation	Staphylococcus aureus	28632753
immune system process	Staphylococcus aureus	28632753
leukocyte activation	Staphylococcus aureus	23590845
lymphocyte activation	Staphylococcus aureus	23590845
immune system process	Staphylococcus aureus	23590845
leukocyte activation	Staphylococcus aureus	32823757
lymphocyte activation	Staphylococcus aureus	32823757
immune system process	Staphylococcus aureus	32823757
leukocyte activation	Staphylococcus aureus	8533317
lymphocyte activation	Staphylococcus aureus	8533317
immune system process	Staphylococcus aureus	8533317
leukocyte activation	Staphylococcus aureus	23782480
lymphocyte activation	Staphylococcus aureus	23782480
immune system process	Staphylococcus aureus	23782480
leukocyte activation	Staphylococcus aureus	21796643
lymphocyte activation	Staphylococcus aureus	21796643
immune system process	Staphylococcus aureus	21796643
leukocyte activation	Staphylococcus aureus	6333685
lymphocyte activation	Staphylococcus aureus	6333685
immune system process	Staphylococcus aureus	6333685
leukocyte activation	Staphylococcus aureus	9736745
lymphocyte activation	Staphylococcus aureus	9736745
immune system process	Staphylococcus aureus	9736745
leukocyte activation	Staphylococcus aureus	18513449
lymphocyte activation	Staphylococcus aureus	18513449
immune system process	Staphylococcus aureus	18513449
leukocyte activation	Staphylococcus aureus	3894424
lymphocyte activation	Staphylococcus aureus	3894424
immune system process	Staphylococcus aureus	3894424
leukocyte activation	Staphylococcus aureus	14762171
lymphocyte activation	Staphylococcus aureus	14762171
immune system process	Staphylococcus aureus	14762171
leukocyte activation	Staphylococcus aureus	27157064
lymphocyte activation	Staphylococcus aureus	27157064
immune system process	Staphylococcus aureus	27157064
leukocyte activation	Staphylococcus aureus	28275881
lymphocyte activation	Staphylococcus aureus	28275881
immune system process	Staphylococcus aureus	28275881
leukocyte activation	Staphylococcus aureus	23236388
lymphocyte activation	Staphylococcus aureus	23236388
immune system process	Staphylococcus aureus	23236388
leukocyte activation	Staphylococcus aureus	31992246
lymphocyte activation	Staphylococcus aureus	31992246
immune system process	Staphylococcus aureus	31992246
leukocyte activation	Staphylococcus aureus	31572360
lymphocyte activation	Staphylococcus aureus	31572360
immune system process	Staphylococcus aureus	31572360
leukocyte activation	Staphylococcus aureus	9884339
lymphocyte activation	Staphylococcus aureus	9884339
immune system process	Staphylococcus aureus	9884339
leukocyte activation	Staphylococcus aureus	28804604
lymphocyte activation	Staphylococcus aureus	28804604
immune system process	Staphylococcus aureus	28804604
leukocyte activation	Staphylococcus aureus	12225590
lymphocyte activation	Staphylococcus aureus	12225590
immune system process	Staphylococcus aureus	12225590
leukocyte activation	influenza virus	28511719
lymphocyte activation	influenza virus	28511719
immune system process	influenza virus	28511719
leukocyte activation	influenza virus	26630568
lymphocyte activation	influenza virus	26630568
immune system process	influenza virus	26630568
leukocyte activation	influenza virus	31736414
lymphocyte activation	influenza virus	31736414
immune system process	influenza virus	31736414
leukocyte activation	influenza virus	18562542
lymphocyte activation	influenza virus	18562542
immune system process	influenza virus	18562542
leukocyte activation	influenza virus	32916825
lymphocyte activation	influenza virus	32916825
immune system process	influenza virus	32916825
